id,text,annotation
a953511b-4320-498f-9196-69a62b221932,"Charlonestone es una asesina, pero también es una amenaza simbólica por su sexualidad liberada y a la que le imaginamos comportamientos sádicos por cómo se maneja con Michael Douglas y por él.","[{'end': 13, 'label': 'PEOPLE', 'start': 0}
 {'end': 182, 'label': 'PEOPLE', 'start': 167}]"
61c7cacd-cd74-4dc7-905f-35cbf84f317f,"Uy, ves, ya estoy, como se llama la película, Paul Tergués, bien.","[{'end': 58, 'label': 'PEOPLE', 'start': 46}]"
6e0975fd-5b3c-4265-ad8e-de8732dd0acb,"No estoy hablando de los cuernos, digo lo de que sientes amor y que se resisten al amor.","[{'end': 61, 'label': 'TOPIC', 'start': 57}]"
1e21091e-c551-4f54-bb46-b79d45e87af9,"Situaciones de la existencia como el trabajo, el amor, la moral, la pertenencia política.","[{'end': 44, 'label': 'TOPIC', 'start': 37}
 {'end': 53, 'label': 'TOPIC', 'start': 49}
 {'end': 63, 'label': 'TOPIC', 'start': 58}
 {'end': 88, 'label': 'TOPIC', 'start': 68}]"
900d61a8-bcd7-46fb-b785-33a3c519fd73,"Todo el mundo las abraza, les da dinero, las quieren, no les votan, no, por machismo, paternalismo, por imbecilidad propia, lo que sea.","[{'end': 84, 'label': 'TOPIC', 'start': 76}
 {'end': 98, 'label': 'TOPIC', 'start': 86}]"
235382e3-586e-4efa-b535-a2f9eca6ebd2,"La vida está llena de paradojas, amigas, amigas, paradojas.","[{'end': 31, 'label': 'TOPIC', 'start': 22}]"
7082e9ac-5f64-4355-98ff-48bf38f25938,"¡Vale la pena, lo que era necesario para estar contigo, amor!","[{'end': 60, 'label': 'TOPIC', 'start': 56}]"
294f4c94-f019-41c2-8303-a7341aa3e608,"Y una pequeña jaula para pájaros con un canario vivo, un poco mustio que tiene colgado del cuello.","[{'end': 32, 'label': 'ANIMALS', 'start': 25}
 {'end': 47, 'label': 'ANIMALS', 'start': 40}]"
20f33bc6-7326-4b30-9d9e-4337aee70a67,"Se casa tres veces, siempre con hombres homosexuales o impotentes.","[{'end': 52, 'label': 'TOPIC', 'start': 32}]"
f7df90aa-465f-4487-9b6e-6e2400210f54,"Era fascinante, era un parque de atracciones, y sobre todo era el paraíso para unas pintoras en ciernes, como era Fonsu Agilo.","[{'end': 125, 'label': 'PEOPLE', 'start': 114}
 {'end': 44, 'label': 'PLACES', 'start': 23}]"
3e2b7abd-022e-49c2-b550-00c38509be05,"Después de leer la correspondencia de Duchamp con su hermana, parece ser que el urinario, conocido como la fuente, una de las obras más influyentes del arte del siglo XX, de 1917, puede que no fuera de Duchamp, sino que fuera un objeto que le mandara la varónesa Elsa a él.","[{'end': 45, 'label': 'PEOPLE', 'start': 38}
 {'end': 88, 'label': 'OBJECTS', 'start': 80}
 {'end': 113, 'label': 'OBJECTS', 'start': 107}
 {'end': 169, 'label': 'DATES', 'start': 161}
 {'end': 178, 'label': 'DATES', 'start': 174}
 {'end': 209, 'label': 'PEOPLE', 'start': 202}
 {'end': 267, 'label': 'PEOPLE', 'start': 263}]"
10b4d350-4f2f-4354-830c-fc2c8687e74f,"Yo no puedo, por ejemplo, no tomar matequilla por las mañanas.","[{'end': 45, 'label': 'OBJECTS', 'start': 35}]"
ca8d61ee-c95a-4c03-b5c5-5162b4c2c1c2,"Escrito por ella y por Carlton Lake, donde narras esos 10 años llenos de creatividad, pero también y sobre todo de tormento.","[{'end': 35, 'label': 'PEOPLE', 'start': 23}]"
394ef9c6-c82d-4c62-a12f-df9699bfee05,Postre destruido me parece lo más.,"[{'end': 6, 'label': 'OBJECTS', 'start': 0}]"
5a746748-cc62-4b34-9e25-c5a486fd3866,"Las que no son de las fachas estas y hablan del déficit fiscal estructural y dices, ajá, ajá, ¿no?","[{'end': 74, 'label': 'TOPIC', 'start': 48}]"
bad4397f-0161-4ccf-b430-2a788ca679d3,Y debajo se lo lleva un sujetador hecho con dos latas de tomate y una cuerda verde.,"[{'end': 8, 'label': 'PLACES', 'start': 2}
 {'end': 33, 'label': 'OBJECTS', 'start': 24}
 {'end': 63, 'label': 'OBJECTS', 'start': 44}
 {'end': 82, 'label': 'OBJECTS', 'start': 66}]"
653d0cf8-8d70-4605-81f6-579b49e66a03,"Hola, bien, nosotros somos pintoras, pero bueno, Alain Coulis, no me las presentas, tal.","[{'end': 61, 'label': 'PEOPLE', 'start': 49}]"
fc013e75-7e93-44dd-92f2-5bb43ff7b0de,"Finalmente, Picasso se levanta y lleva consigo un frutero lleno de cerezas para ofrecerles todo.","[{'end': 19, 'label': 'PEOPLE', 'start': 12}
 {'end': 57, 'label': 'OBJECTS', 'start': 50}]"
9d5ddf4a-a155-4ba9-b249-0419034253da,"La pieza, recordemos, fue rechazada absolutamente por la sociedad de artistas independientes.","[{'end': 92, 'label': 'TOPIC', 'start': 57}]"
6acfc58e-8781-47f9-ba9a-efc791bcef96,Pides una tarta de manzana y te traen una montañita de mermelada de manzana y polvo de galleta.,"[{'end': 15, 'label': 'OBJECTS', 'start': 10}
 {'end': 64, 'label': 'OBJECTS', 'start': 55}
 {'end': 94, 'label': 'OBJECTS', 'start': 78}]"
c9221d71-77c2-4e61-99a2-c95bca2c80de,"Bueno, esta es la inteligente, a François, y esta es la guapa Geneviève, las dos pintoras, sí.","[{'end': 41, 'label': 'PEOPLE', 'start': 33}
 {'end': 71, 'label': 'PEOPLE', 'start': 62}]"
b4578b71-0b56-4826-b59d-9455ef619e76,"Nos puede pasar a nosotras, que nos vamos a Arendt, que hablamos de Chanel.","[{'end': 50, 'label': 'PLACES', 'start': 44}
 {'end': 74, 'label': 'PEOPLE', 'start': 68}]"
43b01e69-a81b-4056-86c3-1d4af75bd40e,"Por desear el amor y creerte egoísta, porque el mundo está fatal y que te sientas superreconocida por tus amigos y en tu trabajo y no sé qué.","[{'end': 18, 'label': 'TOPIC', 'start': 14}
 {'end': 128, 'label': 'TOPIC', 'start': 121}]"
febd10d4-8364-42ac-b75f-6927c19d640f,"Y efectivamente, Lucía, yo, chiquitita, joder, existo muchísimo, Lucía.","[{'end': 22, 'label': 'PEOPLE', 'start': 17}]"
18f7ae34-6963-442f-bb17-9c5b47fdb633,"Entre las cosas que hacía era llevar tartas, tartas, pasteles, a modo de sombrero.","[{'end': 43, 'label': 'OBJECTS', 'start': 37}
 {'end': 51, 'label': 'OBJECTS', 'start': 45}
 {'end': 61, 'label': 'OBJECTS', 'start': 53}
 {'end': 81, 'label': 'OBJECTS', 'start': 73}]"
da2a8cbe-d3a1-438f-8562-2b15b4801fc5,"Recordemos que la obra está afirmada con el pseudónimo R. Mut, en 1917.","[{'end': 61, 'label': 'PEOPLE', 'start': 55}
 {'end': 70, 'label': 'DATES', 'start': 66}]"
0829233b-be21-41dd-bffc-02d02de9e948,¿Sabes dónde está el norte simplemente mirando la posición de las estrellas?,"[{'end': 26, 'label': 'PLACES', 'start': 21}
 {'end': 75, 'label': 'OBJECTS', 'start': 66}]"
8dd6109a-d608-496e-abdd-0d4806395799,"Mira, apuntemos este minuto porque lo recordaré.","[{'end': 27, 'label': 'DATES', 'start': 21}]"
9aa52c09-4a6b-40f0-beae-cf356894ff37,"Monachollet, belleza fatal, eh, en New York.","[{'end': 11, 'label': 'PEOPLE', 'start': 0}
 {'end': 43, 'label': 'PLACES', 'start': 35}]"
05954780-5a7a-4c40-bf94-4c17c9de6015,¡Ever since the day that you went away!,"[{'end': 39, 'label': 'SONGS', 'start': 1}]"
3b848c29-dc0c-4923-8e38-06078a357f63,"En fin, lo otro, bien, racistas, bueno, pues sí, los somos todos, tenemos que desconstruirnos, Lucía, e intentamos no serlo, veganas no somos.","[{'end': 100, 'label': 'PEOPLE', 'start': 95}]"
d9166b7e-a6a2-4ae5-918f-f024574125e9,¿Cómo te vas a resistir al amor?,"[{'end': 31, 'label': 'TOPIC', 'start': 27}]"
a06b1a10-eb5f-409f-bfb1-bc3d091da7ea,"Ella exhibe su sexo, algo pocas veces visto en el cine mainstream desde el punto de vista activo de una mujer.","[{'end': 65, 'label': 'TOPIC', 'start': 50}]"
c6125b22-0868-4aa9-8b97-6f7e27d977dd,"Perdón, los animalistas o lo que sea.","[{'end': 23, 'label': 'PEOPLE', 'start': 12}]"
c0ad025f-1bb5-4685-b841-308e5eb1b47f,"Mirándote a cámara, te lo digo.","[{'end': 18, 'label': 'OBJECTS', 'start': 12}]"
a9c98246-71a9-4516-8635-2fbe66c39a38,"Y ella me está invisibilizando, Lucía.","[{'end': 37, 'label': 'PEOPLE', 'start': 32}]"
b2b06daa-1370-4459-9ea7-09d6844252e8,"Según el cine, es imposible que una mujer atraiga un hombre más joven si no es para matarla.","[{'end': 13, 'label': 'TOPIC', 'start': 9}]"
35dca5dd-df3f-4e83-bbb4-484ea089b5ce,"Además, no aprendiste a conducir porque tú muy feminista, pero que conduzca él y las emisiones son malísimas para el medio ambiente y que se joda el PP en la Comunidad de Madrid, yo voy en metro, en Madrid Central, yo soy de izquierda, sé de la tope, pero cuando se acaba el metro, porque no habrá electricidad o carbón o lo que se necesite para que funcione el metro, porque no lo sé, porque soy estúpida, no soy ingeniera y tú también compañera verás que no hay ubers en el apocalipsis, imbécil, estás brotada","[{'end': 151, 'label': 'ORGANIZATIONS', 'start': 149}
 {'end': 177, 'label': 'PLACES', 'start': 158}
 {'end': 213, 'label': 'PLACES', 'start': 199}
 {'end': 234, 'label': 'TOPIC', 'start': 225}
 {'end': 487, 'label': 'TOPIC', 'start': 476}]"
e28cb9ee-cd15-40b1-aea4-373444dedbf5,"Y una piensa, Pili, que está ahí al fondo, piensa, bueno, yo soy astróloga-youtuber.","[{'end': 18, 'label': 'PEOPLE', 'start': 14}
 {'end': 83, 'label': 'TOPIC', 'start': 65}]"
6528071a-f127-4d2b-8719-527f29efd6f1,"Aún así te vas a cagar encima, compañera, cuando pilles el cólera por no saber hacer una letrina, porque no sabemos hacer una letrina o un sistema de canalización de residuos, no sabemos lo que era una tubería, hasta hace cinco minutos, ahí no estará Tele5 para ayudarte, amigo.","[{'end': 256, 'label': 'ORGANIZATIONS', 'start': 251}
 {'end': 209, 'label': 'OBJECTS', 'start': 202}]"
e41225df-5921-45da-a33b-9c3efc409626,¿Por qué en los restaurantes modernos ya no sirven postres construidos sino destruidos?,"[{'end': 37, 'label': 'TOPIC', 'start': 16}]"
616ae522-69ba-4dd3-831c-8b934240d654,"Elsa, la varónesa, antes que Duchamp ya recogía objetos por la calle y los llamaba obras de arte, lo hizo con un trozo de madera a la que llamó catedral, un trozo de cañería unido a una caja a la que llamó dios o un anillo de metal oxidado que llamó adorno duradero.","[{'end': 4, 'label': 'PEOPLE', 'start': 0}
 {'end': 68, 'label': 'PLACES', 'start': 60}
 {'end': 36, 'label': 'PEOPLE', 'start': 29}
 {'end': 96, 'label': 'TOPIC', 'start': 83}
 {'end': 128, 'label': 'OBJECTS', 'start': 113}
 {'end': 173, 'label': 'OBJECTS', 'start': 157}
 {'end': 190, 'label': 'TOPIC', 'start': 186}
 {'end': 239, 'label': 'OBJECTS', 'start': 216}]"
39edbfc7-2441-4a3f-85b3-8cdba22d5c14,Lo más difícil es vivir en abundancia en el presente sin dejar que se manche por miedo al futuro o el arrepentimiento por el pasado.,"[{'end': 37, 'label': 'TOPIC', 'start': 27}
 {'end': 86, 'label': 'TOPIC', 'start': 81}
 {'end': 96, 'label': 'TOPIC', 'start': 90}
 {'end': 117, 'label': 'TOPIC', 'start': 102}
 {'end': 131, 'label': 'TOPIC', 'start': 125}]"
67363b32-3842-4bd1-8efa-1e359c256938,"No hay más que habla explícitamente cocaína, no sé qué, claramente es la culpable.","[{'end': 43, 'label': 'TOPIC', 'start': 36}]"
1d10846d-d1f4-457c-826f-15145d265894,Yo no me puedo hacer una tostada de aguacate.,"[{'end': 2, 'label': 'PEOPLE', 'start': 0}
 {'end': 44, 'label': 'OBJECTS', 'start': 36}]"
